country,year,status,IF,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_B,measles,BMI,under_five_deaths,polio,total_expenditure,diphtheria,HIV_AIDS,GDP,population,thinness_1_to_19_years,thinness_5_to_9_years,income_composition_of_resources,schooling
Morocco,2010,Developing,High,72.8,11,20,0.56,183.66,98,633,53.6,23,99,5.86,99,0.1,2834.25,3249639,6.3,6.2,0.603,10.7
Morocco,2009,Developing,High,72.3,116,20,0.62,188.29,98,834,52.7,23,99,5.67,99,0.1,2861.55,31989897,6.4,6.2,0.596,10.5
Morocco,2008,Developing,High,71.8,123,21,0.51,171.37,97,1455,51.7,24,99,5.41,99,0.1,2884.95,31596855,6.4,6.3,0.589,10.3
Morocco,2007,Developing,High,71.4,128,21,0.56,157.64,95,2248,5.8,25,95,5.48,95,0.1,2494.35,31225881,6.4,6.3,0.581,10
Morocco,2006,Developing,Low,71,133,22,0.58,127.76,95,1217,49.9,25,97,5.23,97,0.1,2191.48,3869346,6.4,6.3,0.575,10
Morocco,2005,Developing,High,77,137,22,0.47,9.47,96,0,49.1,26,98,5.6,98,0.1,213.76,35217,6.5,6.3,0.569,9.8
Morocco,2004,Developing,High,72,142,23,0.56,100.36,95,6399,48.2,27,97,5.22,97,0.1,1948.81,3179285,6.5,6.4,0.561,9.6
Mozambique,2014,Developing,Low,56.7,375,61,0.01,54.91,79,9,22.2,84,79,6.98,79,4.1,623.29,27212382,3.6,3.5,0.409,9.1
Mozambique,2013,Developing,Low,55.3,46,62,1.16,5.81,78,8,21.8,87,78,5.9,78,5.1,65.99,26434372,3.6,3.5,0.405,9.1
Mozambique,2012,Developing,Low,54.8,48,64,1.19,49.91,76,145,21.3,90,73,5.58,76,6.9,566.51,2567666,3.6,3.5,0.4,9.2
Mozambique,2011,Developing,Low,54.3,47,66,0.94,40.81,76,177,2.9,94,73,6.23,76,9.6,526.53,249395,3.7,3.6,0.397,9.5
Mozambique,2010,Developing,Low,54,47,69,0.96,5.74,74,2321,2.5,98,73,5.38,74,10.8,419.23,2422145,3.7,3.6,0.39,9.3
Mozambique,2009,Developing,Low,53.8,4,70,1.18,39.75,74,60,2.1,101,74,5.43,74,11.3,463.85,2352463,3.7,3.6,0.382,9.2
Mozambique,2008,Developing,Low,53.2,45,72,1.48,0.8,75,4,19.7,104,74,4.91,75,12.6,53.13,22846758,3.7,3.7,0.372,8.8
Mozambique,2007,Developing,Low,52.1,425,74,1.03,53.95,75,267,19.3,108,75,5.25,75,14.1,422.15,22188387,3.8,3.7,0.36,8.2
Mozambique,2006,Developing,Low,51.2,434,78,1.2,58.6,75,183,18.9,113,73,6.51,78,16.3,385.76,21547463,3.8,3.7,0.353,7.9
Mozambique,2005,Developing,Low,58,434,80,1.23,67.33,75,12598,18.5,117,71,6.87,8,16.2,369.15,29237,3.9,3.8,0.341,7.3
Mozambique,2004,Developing,Low,54,429,82,1.54,46.58,76,9396,18.1,120,69,5.91,83,15.9,336.33,231275,3.9,3.8,0.332,7
Myanmar,2014,Developing,Low,66.4,21,40,0.01,45.34,88,122,22.9,52,88,2.28,88,0.3,1262.89,51924182,12.9,13.1,0.547,9.1
Myanmar,2013,Developing,Low,66.2,22,42,0.7,38.34,75,1010,22.1,55,76,2.16,75,0.4,1168.84,51448196,12.9,13.2,0.54,9.1
Nepal,2014,Developing,Low,69.6,158,18,0.01,8.52,92,1279,18.5,22,92,5.8,92,0.1,76.24,28323241,15.9,16.3,0.551,12.4
Nepal,2013,Developing,Low,69.3,162,19,0.27,80.16,92,1861,18,24,92,5.69,92,0.1,688.62,2798531,16.1,16.5,0.545,12.3
Nepal,2012,Developing,Low,68.9,167,20,0.26,80.59,9,3362,17.4,25,9,5.89,9,0.2,681.79,27649925,16.3,16.7,0.538,12.3
Nepal,2011,Developing,Low,68.4,172,22,0.27,112.12,92,2359,16.9,27,92,6.73,92,0.2,692.12,27327147,16.5,16.9,0.529,12
Nepal,2010,Developing,Low,68,178,23,0.24,84.62,82,190,16.4,30,83,6.43,82,0.2,592.18,2723137,16.7,17.2,0.515,11.1
Nepal,2009,Developing,Low,67.5,183,25,0.22,6.19,89,189,15.9,32,93,6.41,89,0.2,48.73,2674113,16.9,17.4,0.502,10.5
Nepal,2008,Developing,Low,67,189,27,0.21,70.27,82,2089,15.4,35,82,6.44,82,0.2,473.84,26475859,17,17.6,0.492,10.1
Nepal,2007,Developing,Low,66.6,194,29,0.2,52.23,82,1415,14.9,38,82,5.84,82,0.2,393.88,26214847,17.2,17.8,0.486,10
Nepal,2006,Developing,Low,66,21,31,0.2,45.88,69,2838,14.4,41,91,5.7,89,0.2,348.63,2594618,17.4,18,0.476,9.6
Nepal,2005,Developing,Low,65.4,28,33,0.2,4.26,41,5023,13.9,44,78,5.72,75,0.2,317.89,2564287,17.6,18.2,0.469,9.4
Nepal,2004,Developing,Low,64.7,218,35,0.21,31.93,27,12074,13.4,47,8,5.82,8,0.2,287.42,2539449,17.8,18.4,0.463,9.3
Nicaragua,2014,Developing,High,74.5,148,2,3.55,473.12,98,0,53.2,3,99,9.4,98,0.1,1975.46,613997,1.8,1.7,0.636,11.6
Nicaragua,2013,Developing,High,73.9,157,2,3.58,366.48,98,0,52.4,3,99,8.43,98,0.1,1847.2,5945747,1.8,1.7,0.63,11.5
Nicaragua,2012,Developing,High,73.9,157,2,3.63,334.82,98,0,51.7,3,99,8.4,98,0.1,1792.38,587718,1.8,1.7,0.625,11.5
Nicaragua,2011,Developing,High,74.5,147,3,3.39,321.61,98,0,5.9,3,99,6.39,98,0.1,1682.96,58782,1.8,1.8,0.62,11.5
Nicaragua,2010,Developing,High,73.2,154,3,3.38,302.7,98,0,5.2,3,99,6.58,98,0.1,1526.5,5737723,1.9,1.8,0.614,11.4
Nicaragua,2009,Developing,High,73.2,163,3,3.36,292.75,98,0,49.4,3,99,6.82,98,0.2,1464.5,5666581,1.9,1.8,0.613,11.3
Nicaragua,2008,Developing,High,72.5,169,3,3.64,275.06,97,0,48.6,3,97,6.98,97,0.2,1518.85,559456,1.9,1.8,0.607,11.1
Nicaragua,2007,Developing,High,72.5,173,3,3.83,253,93,0,47.9,4,93,6.91,93,0.2,1344.32,552216,2,1.9,0.601,11
Nicaragua,2006,Developing,High,73,17,3,3.69,21.41,88,0,47.1,4,88,6.33,88,0.3,124.99,545211,2,1.9,0.597,11
Nicaragua,2005,Developing,Low,71.2,194,3,3.7,218.57,86,0,46.4,4,87,6.11,86,0.3,1175.12,5379328,2,1.9,0.592,11
Nicaragua,2004,Developing,Low,71,194,4,3.81,36.82,79,0,45.7,4,8,6.13,79,0.3,191.55,53973,2.1,2,0.587,11
Pakistan,2014,Developing,Low,66.2,162,359,0.01,62.29,72,1370,24.7,442,72,2.61,72,0.1,1316.99,185546257,19.4,19.8,0.542,7.8
Pakistan,2013,Developing,Low,66,163,365,0.04,60.19,72,8749,23.9,450,72,2.7,72,0.1,1272.44,181712595,19.6,2,0.538,7.7
Pakistan,2012,Developing,Low,65.7,165,369,0.04,59.66,72,8046,23.2,456,72,2.76,72,0.1,1261.29,177911533,19.8,2.2,0.529,7.6
Pakistan,2011,Developing,Low,65.5,167,371,0.04,57.88,74,4386,22.5,459,75,3.1,74,0.1,1226.22,174184265,2,2.4,0.525,7.5
Pakistan,2010,Developing,Low,65.1,172,372,0.04,0.67,82,4321,21.9,461,82,3.2,82,0.1,14.14,1756182,2.2,2.7,0.521,7.5
Pakistan,2009,Developing,Low,64.8,175,371,0.03,0.7,78,863,21.3,460,7,2.94,71,0.1,16.64,1674958,2.5,2.9,0.514,7.3
Pakistan,2008,Developing,Low,64.6,177,369,0.03,5.45,65,1129,2.6,460,7,3.26,62,0.1,139.31,16364463,2.7,21.1,0.513,7.3
Pakistan,2007,Developing,Low,64.4,178,367,0.03,3.91,75,2801,2.1,459,75,3.35,75,0.1,95.43,16332974,2.8,21.3,0.505,6.7
Pakistan,2006,Developing,Low,64.2,179,365,0.03,40.37,78,7641,19.5,458,77,3.4,78,0.1,873.77,15793993,21,21.5,0.501,6.5
Pakistan,2005,Developing,Low,62.9,2,364,0.04,30.59,7,2981,18.9,459,78,2.91,77,0.1,711.47,15399667,21.2,21.7,0.487,6.1
Pakistan,2004,Developing,Low,63.7,183,364,0.01,28.98,65,4248,18.4,461,65,2.56,65,0.1,649.85,15783,21.4,21.8,0.474,5.6
Panama,2014,Developing,High,77.6,119,1,6.74,1842.46,8,0,57.1,1,8,8.3,8,0.1,12593.74,393986,1.9,1.8,0.78,13
Panama,2013,Developing,High,77.5,118,1,6.89,1694.47,8,0,56.3,1,81,8.9,8,0.1,11685.98,3838462,1.9,1.9,0.773,12.9
Panama,2012,Developing,High,77.2,12,1,6.95,201.75,85,0,55.6,1,87,7.25,85,0.1,1589.83,3772938,1.9,1.9,0.765,12.8
Panama,2011,Developing,High,77.3,121,1,6.9,119.21,87,4,54.9,1,91,7.5,87,0.1,927.72,377782,2,1.9,0.758,12.9
Panama,2010,Developing,High,76.5,122,1,6.94,1199.32,94,0,54.2,2,95,8.5,94,0.1,7937.26,3643222,2,1.9,0.756,12.8
Panama,2009,Developing,High,76.8,127,1,6.87,1092.16,85,0,53.4,2,85,7.56,85,0.1,7429.63,3579385,2,1.9,0.755,12.8
Panama,2008,Developing,High,76.5,127,1,6.74,956.82,86,0,52.7,2,86,6.75,86,0.1,6973.93,3516268,2,2,0.75,12.8
Panama,2007,Developing,High,76.4,124,1,6.16,76.25,85,0,51.9,2,84,6.31,85,0.2,668.87,345387,2.1,2,0.743,12.9
Panama,2006,Developing,High,76.2,125,1,5.72,631.13,88,0,51.1,2,98,7,88,0.1,5348.52,339195,2.1,2,0.744,12.9
Panama,2005,Developing,High,75.8,122,1,5.53,623.91,92,0,5.3,2,88,7.48,92,0.1,4916.55,333465,2.1,2.1,0.74,12.9
Panama,2004,Developing,High,75.8,123,1,5.69,527.61,95,0,49.5,2,92,8.9,95,0.2,4591.89,3269541,2.2,2.1,0.733,12.8
Papua New Guinea,2014,Developing,Low,62.7,278,10,0.01,208.23,67,2299,47.9,13,64,4.26,73,0.7,2182.72,7755785,1.3,1.3,0.511,10
Papua New Guinea,2013,Developing,Low,62.4,281,10,0.01,25.71,73,12,47.2,13,8,4.78,79,0.8,229.95,7592865,1.3,1.3,0.506,10
Papua New Guinea,2012,Developing,Low,62.2,284,10,0.01,31.64,68,0,46.4,13,81,4.55,74,1,271.32,743836,1.3,1.3,0.501,9.9
Papua New Guinea,2011,Developing,Low,62,285,10,0.88,23.41,66,0,45.7,13,69,4.94,72,1,177.87,7269348,1.3,1.3,0.494,9.9
Papua New Guinea,2010,Developing,Low,61.8,286,10,0.79,19,56,0,44.9,14,72,4.18,67,1.1,1366.88,718239,1.4,1.3,0.485,9.6
Papua New Guinea,2009,Developing,Low,61.6,288,11,0.82,20.53,66,0,44.2,14,79,4.36,73,1.1,1166.66,6947447,1.4,1.3,0.477,9.2
Papua New Guinea,2008,Developing,Low,61.4,29,11,0.81,103.73,59,0,43.4,14,76,4.6,63,1.3,1178.72,6787187,1.4,1.3,0.469,8.9
Papua New Guinea,2007,Developing,Low,61.1,295,11,0.71,85.72,61,0,42.7,14,72,4.4,71,1.4,956.67,6627922,1.4,1.3,0.461,8.6
Papua New Guinea,2006,Developing,Low,68,299,11,0.64,126.61,71,1,41.9,14,67,5.92,72,1.5,854.35,647272,1.4,1.4,0.454,8.2
Papua New Guinea,2005,Developing,Low,64,37,11,0.84,12.06,63,1222,41.1,15,61,6.42,72,1.5,77.58,631479,1.4,1.4,0.446,7.9
Papua New Guinea,2004,Developing,Low,59.9,314,11,0.58,158,6,1385,4.4,15,59,8.39,62,1.5,637.36,6161517,1.5,1.4,0.439,7.6
Paraguay,2014,Developing,High,73.9,147,3,0.01,561.77,87,0,49.4,3,83,9.81,87,0.2,4712.82,6552584,2,1.9,0.688,12.3
Paraguay,2013,Developing,High,73.8,148,3,5.03,573.43,86,0,48.6,3,8,1.49,86,0.2,4479.96,646574,2,1.9,0.679,12.3
Paraguay,2012,Developing,High,73.6,148,3,5.36,441.84,87,0,47.9,3,83,1.33,87,0.1,3855.54,6379219,2,2,0.679,12.3
Paraguay,2011,Developing,High,73.4,15,3,5.79,472.19,89,0,47.1,3,84,9.42,89,0.1,3988.12,6293783,2.1,2,0.675,12.3
Paraguay,2010,Developing,High,73.2,152,3,5.65,359.98,89,0,46.4,3,85,9.1,89,0.1,3225.59,629877,2.1,2,0.664,12.4
Paraguay,2009,Developing,High,73,155,3,5.39,30.94,85,0,45.6,3,81,9.14,85,0.1,2599.6,6127837,2.1,2,0.663,12.1
Paraguay,2008,Developing,High,72.7,157,3,6.14,34.74,87,0,44.9,4,85,7.6,89,0.1,359.99,647117,2.1,2.1,0.654,11.9
Paraguay,2007,Developing,High,72.5,159,3,5.61,318.62,86,0,44.2,4,95,6.41,95,0.1,2312.19,5966159,2.2,2.1,0.649,12
Paraguay,2006,Developing,High,72.3,161,3,5.61,26.18,92,0,43.5,4,98,6.43,98,0.2,189.72,5882796,2.2,2.2,0.648,12.1
Paraguay,2005,Developing,High,72.1,163,3,6.38,20.68,92,0,42.8,4,96,6.7,96,0.2,157.15,5795494,2.3,2.2,0.646,12.3
Paraguay,2004,Developing,High,71.9,165,3,6.2,20.6,9,0,42,4,92,5.78,92,0.2,148.53,57374,2.3,2.2,0.639,12.1
Peru,2014,Developing,High,75.3,125,8,0.01,973.73,88,0,54.9,10,78,5.47,88,0.1,6491.52,3973354,1.1,1.1,0.735,13.4
Peru,2013,Developing,High,75.3,125,8,5.38,946.65,88,0,54.2,11,71,5.23,88,0.1,6583.12,3565716,1.1,1.1,0.731,13.4
Peru,2012,Developing,High,74.9,129,9,5.14,885.99,95,0,53.6,11,94,5.18,95,0.1,6387.79,3158966,1.1,1.1,0.725,13.4
Peru,2011,Developing,High,74.5,133,9,4.83,759.54,91,0,52.9,12,91,4.93,91,0.2,5771.57,29759989,1.1,1.1,0.721,13.4
Peru,2010,Developing,High,73.7,14,10,4.72,69.44,93,0,52.2,12,92,5.3,93,0.2,522.49,29373646,1.1,1.1,0.708,13.3
Peru,2009,Developing,High,73.8,14,10,4.69,570.45,93,0,51.5,13,92,5.36,93,0.3,4166.93,29157,1.2,1.2,0.706,13.3
Peru,2008,Developing,High,73.9,138,11,4.85,58.5,93,1,5.8,14,93,4.73,93,0.3,428.88,2864198,1.2,1.2,0.7,13.2
Peru,2007,Developing,High,74,133,11,4.29,516.4,93,0,5.2,15,93,4.6,93,0.3,3611.21,28292724,1.2,1.2,0.696,13.2
Peru,2006,Developing,High,74.2,134,12,4.22,448.77,94,0,49.5,15,94,4.47,94,0.4,3171.5,27949944,1.2,1.2,0.693,13
Peru,2005,Developing,High,72.8,148,13,4.44,411.56,94,0,48.8,16,66,4.72,77,0.4,2754.78,276141,1.3,1.3,0.692,13
Peru,2004,Developing,High,72.2,151,14,4.27,356.94,92,0,48.1,18,81,4.56,86,0.4,2448.14,27273194,1.3,1.3,0.685,12.8
Philippines,2014,Developing,Low,68.4,214,54,4.52,31.27,67,58848,24.8,68,77,4.71,67,0.1,2842.94,112249,1,9.7,0.676,11.7
Philippines,2013,Developing,Low,68.1,219,55,4.61,24.59,89,2920,24.3,69,84,4.56,89,0.1,276.29,9848132,1,9.7,0.671,11.7
Philippines,2012,Developing,Low,68.1,217,56,5.02,212.74,88,1536,23.7,71,88,4.46,88,0.1,2581.82,96866642,1,9.7,0.666,11.6
Philippines,2011,Developing,Low,68,218,57,4.96,191.49,87,6538,23.1,72,87,4.29,87,0.1,2352.52,9527794,1,9.7,0.669,11.5
Philippines,2010,Developing,Low,67.9,218,58,4.85,198.26,77,6368,22.6,74,78,4.37,79,0.1,2129.5,93726624,1,9.7,0.662,11.4
Philippines,2009,Developing,Low,68,219,59,4.42,159.53,85,1469,22.1,76,86,4.41,87,0.1,1825.34,9222879,1,9.7,0.661,11.7
Philippines,2008,Developing,Low,67.5,217,60,4.21,155.48,88,341,21.6,78,91,4.5,91,0.1,1919.47,9751864,1,9.7,0.655,11.5
Philippines,2007,Developing,Low,67.5,216,62,4.19,137.33,87,530,21.1,80,87,3.94,87,0.1,1672.69,8929349,1,9.7,0.648,11.4
Philippines,2006,Developing,Low,67.3,219,63,4.08,121.36,77,9,2.6,82,88,3.95,88,0.1,1391.77,8789419,1,9.7,0.646,11.5
Philippines,2005,Developing,Low,67,223,65,4.22,105.73,49,118,2.1,84,9,3.91,89,0.1,1194.7,86274237,1,9.7,0.642,11.6
Philippines,2004,Developing,Low,67.3,218,66,4.45,13.4,48,3025,19.6,86,85,3.23,88,0.1,179.37,84678493,1,9.7,0.636,11.6
Poland,2014,Developed,High,77.3,12,2,10.71,243.81,96,0,61.1,2,94,6.35,98,0.1,14341.68,3811735,1.9,2.1,0.85,16.4
Poland,2013,Developed,High,77.1,12,2,11.63,23.44,96,84,6.4,2,95,6.4,99,0.1,1378.55,384196,2,2.1,0.838,15.4
Poland,2012,Developed,High,76.8,125,2,10.81,230.04,97,71,59.7,2,95,6.62,99,0.1,13145.15,3863164,2,2.1,0.834,15.3
Poland,2011,Developed,High,76.7,128,2,10.93,250.08,98,0,59.1,2,96,6.7,99,0.1,13893.19,3863255,2,2.2,0.829,15.4
Poland,2010,Developed,High,76.3,13,2,10.59,220.49,98,13,58.4,2,96,6.88,99,0.1,12599.52,3842794,2.1,2.2,0.822,15.1
Poland,2009,Developed,High,75.7,136,2,10.7,1299.16,98,115,57.8,3,96,7.12,99,0.1,11527.59,3815163,2.1,2.3,0.818,15.1
Poland,2008,Developed,High,75.5,14,2,11.4,15.71,98,0,57.2,3,96,6.88,99,0.1,141.45,38125759,2.2,2.3,0.813,15
Poland,2007,Developed,High,75.3,144,2,10.9,14.3,98,40,56.6,3,99,6.28,99,0.1,1126.32,381256,2.2,2.4,0.808,15
Poland,2006,Developed,High,75.2,144,2,10.4,9.15,98,120,56,3,99,6.17,99,0.1,94.77,38141267,2.3,2.4,0.803,15
Poland,2005,Developed,High,75,144,2,9.5,79.42,98,13,55.5,3,99,6.2,99,0.1,821.25,38165445,2.3,2.5,0.797,14.8
Poland,2004,Developed,High,74.9,143,2,9.19,648.07,98,11,55,3,99,6.19,99,0.1,6681.18,38182222,2.4,2.5,0.8,15.5
Portugal,2014,Developed,High,89,78,0,9.88,271.25,98,0,6.9,0,98,9.5,98,0.1,2277.54,14162,0.7,0.5,0.837,16.8
Portugal,2013,Developed,High,86,79,0,10,2698.02,98,1,6.2,0,98,9.55,98,0.1,21618.74,1457295,0.7,0.5,0.827,16.3
Portugal,2012,Developed,High,83,81,0,11.96,331.46,98,23,59.5,0,98,9.74,98,0.1,2577.43,1514844,0.7,0.5,0.824,16.3
Portugal,2011,Developed,High,82,85,0,11.92,3108.29,97,2,58.8,0,97,1.7,97,0.1,23196.18,155756,0.7,0.5,0.818,16.2
Portugal,2010,Developed,High,79.6,88,0,12.25,3119.35,97,5,58.1,0,97,1.44,98,0.1,22538.65,15731,0.7,0.5,0.812,16
Portugal,2009,Developed,High,79.3,9,0,12.03,337.1,96,3,57.3,0,96,1.42,96,0.1,2363.97,1568247,0.7,0.5,0.809,16
Portugal,2008,Developed,High,79,92,0,12.35,3652.87,97,1,56.5,0,97,9.9,97,0.1,24815.69,1558177,0.7,0.5,0.804,15.8
Portugal,2007,Developed,High,78.7,94,0,12.57,333.36,97,0,55.7,0,96,9.62,97,0.1,2278.58,1542964,0.7,0.5,0.797,15.4
Portugal,2006,Developed,High,78.5,96,0,13.11,2884.02,97,0,54.9,0,97,9.67,97,0.1,19821.44,1522288,0.7,0.5,0.793,15.4
Portugal,2005,Developed,High,77.7,11,0,13.33,2813.99,94,7,54.1,1,93,9.98,93,0.1,18784.95,15333,0.7,0.6,0.79,15.4
Portugal,2004,Developed,High,78,99,0,13.45,276.1,94,5,53.3,1,95,9.84,95,0.1,1845.59,1483861,0.7,0.6,0.792,15.9
Romania,2014,Developed,High,74.8,135,2,0.01,1.58,94,59,59.9,2,94,5.57,94,0.1,12.28,1998979,2.6,2.8,0.797,14.7
Romania,2013,Developed,High,74.6,138,2,9.59,1230.75,96,1159,59.2,2,88,5.6,92,0.1,9585.27,19983693,2.7,2.9,0.794,14.7
Romania,2012,Developed,High,74.4,138,2,9.58,1078.36,96,7450,58.4,2,92,5.48,91,0.1,8558.4,25835,2.8,3,0.797,15.3
Romania,2011,Developed,High,74.3,139,2,9.1,10.33,96,4189,57.7,2,89,5.53,89,0.1,92.28,2147528,2.9,3.1,0.798,15.7
Romania,2010,Developed,High,73.4,153,2,9,983.25,98,193,56.9,2,94,5.83,94,0.1,8297.48,2246871,3,3.2,0.797,15.8
Romania,2009,Developed,High,73.1,158,2,10.4,14.96,95,8,56.3,3,95,5.56,95,0.1,822.18,2367487,3,3.3,0.795,15.4
Romania,2008,Developed,High,73.1,159,2,11.9,128.08,97,12,55.6,3,95,5.33,96,0.1,1136.47,2537875,3.1,3.5,0.78,14.7
Romania,2007,Developed,High,72.9,154,3,10.6,919.17,99,353,55,3,96,5.21,96,0.1,8214.19,2882982,3.2,3.6,0.766,14.1
Romania,2006,Developed,High,72.5,157,3,8.51,665.64,99,3196,54.4,4,97,5.6,97,0.1,5828.75,2119376,3.2,3.7,0.755,13.7
Romania,2005,Developed,High,71.9,162,3,7.68,615.4,98,5043,53.9,4,97,5.47,97,0.1,4676.32,21319685,3.3,3.8,0.745,13.4
Romania,2004,Developed,High,71.7,165,4,9.82,431.33,99,117,53.4,4,97,5.43,97,0.1,3552.92,21451748,3.4,3.9,0.733,12.9
Russian Federation,2014,Developing,High,73,225,13,10.12,1340.55,97,4711,59.9,15,97,7.7,97,0.1,14125.96,143819666,2.3,2.3,0.803,14.9
Russian Federation,2013,Developing,Low,70,229,14,10.58,1529.5,97,2339,59.3,16,98,7.9,97,0.2,15543.68,14356911,2.3,2.3,0.799,14.6
Russian Federation,2012,Developing,Low,69.6,237,14,10.99,178.82,97,2123,58.7,16,98,6.88,97,0.3,15154.46,14321676,2.3,2.4,0.792,14.3
Russian Federation,2011,Developing,Low,69.4,242,14,11.04,184.76,97,629,58.1,17,97,6.61,97,0.3,14212.69,14296868,2.3,2.4,0.785,14
Russian Federation,2010,Developing,Low,68.4,256,15,11.05,162.81,97,129,57.5,17,98,6.83,97,0.2,1674.99,142849449,2.3,2.5,0.773,13.7
Russian Federation,2009,Developing,Low,68.2,261,15,11.21,137.01,98,101,57,18,98,7.44,98,0.3,8562.9,142785342,2.3,2.5,0.776,14
Russian Federation,2008,Developing,Low,67.5,278,16,12.04,161.73,98,27,56.6,18,98,6.22,98,0.3,11635.26,14274235,2.3,2.5,0.769,13.9
Russian Federation,2007,Developing,Low,67.3,282,16,12.19,11.03,98,173,56.1,19,98,5.38,98,0.3,911.25,1428588,2.4,2.6,0.761,13.8
Russian Federation,2006,Developing,Low,66.4,3,17,11.79,12.25,98,1147,55.7,20,98,5.3,98,0.3,692.19,14349528,2.4,2.7,0.754,13.8
Russian Federation,2005,Developing,Low,65,327,18,11.57,625.51,97,454,55.3,20,98,5.21,98,0.3,5323.47,143518523,2.4,2.7,0.748,13.7
Russian Federation,2004,Developing,Low,64.9,321,19,11.5,46.52,96,2444,55,21,98,5.19,97,0.3,412.37,1446754,2.5,2.8,0.741,13.6
Rwanda,2014,Developing,Low,65.7,23,12,0.01,7.55,98,10,2.8,16,98,7.53,98,0.4,76.57,11345357,5.8,5.8,0.488,10.8
Rwanda,2013,Developing,Low,65.2,233,12,0.01,11.71,98,17,2.1,17,98,7.69,98,0.5,688.88,1165151,5.9,5.9,0.485,10.8
Rwanda,2012,Developing,Low,64.6,239,13,0.01,9.77,98,75,19.5,18,98,7.68,98,0.7,678.8,1788853,6.1,6.1,0.475,10.5
Rwanda,2011,Developing,Low,63.8,247,14,8.34,9.07,97,31,18.9,20,93,7.71,97,1.3,617.32,151671,6.3,6.2,0.464,10.2
Rwanda,2010,Developing,Low,62.8,26,16,7.92,63.79,97,121,18.3,23,93,7.91,97,2.3,563.49,1246842,6.5,6.3,0.454,10
Rwanda,2009,Developing,Low,61,288,17,7.11,9.17,97,5,17.7,25,93,7.2,97,2.8,539.15,9977446,6.6,6.4,0.447,10.2
Rwanda,2008,Developing,Low,68,282,18,6.39,0.66,97,6,17.1,28,97,7.66,97,3.7,5.67,978169,6.7,6.6,0.438,10.4
Rwanda,2007,Developing,Low,59.6,295,20,6.78,7.41,97,26,16.5,30,98,8.49,97,5,44.85,944742,6.8,6.7,0.424,10.1
Rwanda,2006,Developing,Low,57.6,328,22,6.88,78.47,99,494,15.9,34,99,1.2,99,6.2,342.37,92658,6.8,6.8,0.404,9.3
Rwanda,2005,Developing,Low,55.3,37,24,7.01,39.45,95,129,15.4,38,95,6.83,95,7.1,287.93,8991735,6.8,7,0.388,8.8
Rwanda,2004,Developing,Low,53.4,397,26,6.75,31.94,89,386,14.9,42,89,6.24,89,7.7,236.91,8818438,6.9,7.1,0.371,8.2
Samoa,2014,Developing,High,73.8,128,0,0.01,660.28,56,0,74.3,0,58,7.22,63,0.1,4178.97,19229,0.2,0.1,0.701,12.9
Samoa,2013,Developing,High,73.6,131,0,0.01,698.35,6,0,73.8,0,62,6.91,67,0.1,4219.65,19757,0.2,0.1,0.7,12.9
Samoa,2012,Developing,High,73.2,136,0,0.01,492.06,64,1,73.4,0,62,5.2,64,0.1,4234.55,189194,0.2,0.1,0.698,12.9
Samoa,2011,Developing,High,73,139,0,2.15,558.72,58,0,72.9,0,6,5.8,65,0.1,3942.98,187665,0.2,0.1,0.693,12.9
Samoa,2010,Developing,High,72.6,144,0,3.01,434.79,57,8,72.5,0,57,5.7,62,0.1,3453.49,18625,0.2,0.2,0.69,12.9
Samoa,2009,Developing,High,76,172,0,2.88,42.12,44,0,72,0,45,5.4,49,0.1,335.11,184826,0.2,0.2,0.691,12.9
Samoa,2008,Developing,High,72.5,146,0,3.97,47.35,12,0,71.4,0,54,4.52,26,0.1,359.82,183526,0.2,0.2,0.688,12.9
Samoa,2007,Developing,High,72.2,149,0,3.85,47.74,46,0,7.9,0,49,5.25,53,0.1,322.54,182286,0.2,0.2,0.682,12.9
Samoa,2006,Developing,High,72,153,0,3.52,40.23,35,0,7.3,0,37,4.68,39,0.1,287.96,18194,0.2,0.2,0.677,12.7
Samoa,2005,Developing,High,71.6,16,0,3.63,287.47,41,0,69.7,0,55,4.47,49,0.1,2571.26,179929,0.2,0.2,0.671,12.6
Samoa,2004,Developing,High,71.4,162,0,3.62,310.61,54,0,68.9,0,26,4.45,55,0.1,2351.34,178781,0.2,0.2,0.665,12.4
Sao Tome and Principe,2014,Developing,Low,67.3,191,0,0.01,225.73,95,0,3.1,0,95,8.35,95,0.2,1821.88,191266,5.6,5.4,0.562,11.1
Sao Tome and Principe,2013,Developing,Low,67.1,192,0,0.01,200.66,97,0,29.3,0,97,9.76,97,0.2,1619.53,18745,5.7,5.5,0.559,11
Sao Tome and Principe,2012,Developing,Low,66.9,194,0,0.01,8.2,96,0,28.5,0,96,8.6,96,0.5,138.95,182889,5.9,5.7,0.553,10.8
Sao Tome and Principe,2011,Developing,Low,66.6,198,0,5.69,7.5,96,0,27.7,0,96,5.44,96,0.5,134.33,1788,6,5.9,0.546,10.6
Sao Tome and Principe,2010,Developing,Low,66.2,24,0,5.58,63.04,98,0,26.9,0,98,5.24,98,0.5,1129.75,174776,6.1,6,0.542,10.6
Sao Tome and Principe,2009,Developing,Low,65.8,21,0,4.13,11.14,98,0,26.2,0,99,6.65,98,0.9,199.57,17813,6.3,6.2,0.533,10.1
Sao Tome and Principe,2008,Developing,Low,65.4,215,0,4.36,62.86,99,0,25.4,0,99,5.66,99,0.9,1126.46,166913,6.5,6.4,0.531,10.4
